"ident","ins_buzz_max"
"Luke - External Data Sources/InsectSound1000/Nezara_viridula/2022511-18-10/000019/2022511-18-10_Nezara_viridula_000019_s109_ch0",-2.11
"Luke - External Data Sources/InsectSound1000/Nezara_viridula/2022511-18-10/000019/2022511-18-10_Nezara_viridula_000019_s10_ch0",-2.02
"Luke - External Data Sources/InsectSound1000/Nezara_viridula/2022511-18-10/000019/2022511-18-10_Nezara_viridula_000019_s110_ch0",-3.21
"Luke - External Data Sources/InsectSound1000/Nezara_viridula/2022511-18-10/000019/2022511-18-10_Nezara_viridula_000019_s111_ch0",-2.65
"Luke - External Data Sources/InsectSound1000/Nezara_viridula/2022511-18-10/000019/2022511-18-10_Nezara_viridula_000019_s112_ch0",-2.7
"Luke - External Data Sources/InsectSound1000/Nezara_viridula/2022511-18-10/000019/2022511-18-10_Nezara_viridula_000019_s113_ch0",-2.59
"Luke - External Data Sources/InsectSound1000/Nezara_viridula/2022511-18-10/000019/2022511-18-10_Nezara_viridula_000019_s114_ch0",-2.16
"Luke - External Data Sources/InsectSound1000/Nezara_viridula/2022511-18-10/000019/2022511-18-10_Nezara_viridula_000019_s115_ch0",-2.61
"Luke - External Data Sources/InsectSound1000/Nezara_viridula/2022511-18-10/000019/2022511-18-10_Nezara_viridula_000019_s116_ch0",-2.36
"Luke - External Data Sources/InsectSound1000/Nezara_viridula/2022511-18-10/000019/2022511-18-10_Nezara_viridula_000019_s117_ch0",-2.5
"Luke - External Data Sources/InsectSound1000/Nezara_viridula/2022511-18-10/000019/2022511-18-10_Nezara_viridula_000019_s118_ch0",-3.19
"Luke - External Data Sources/InsectSound1000/Nezara_viridula/2022511-18-10/000019/2022511-18-10_Nezara_viridula_000019_s119_ch0",-3.93
"Luke - External Data Sources/InsectSound1000/Nezara_viridula/2022511-18-10/000019/2022511-18-10_Nezara_viridula_000019_s120_ch0",-3.74
"Luke - External Data Sources/InsectSound1000/Nezara_viridula/2022511-18-10/000019/2022511-18-10_Nezara_viridula_000019_s122_ch0",-3.91
"Luke - External Data Sources/InsectSound1000/Nezara_viridula/2022511-18-10/000019/2022511-18-10_Nezara_viridula_000019_s123_ch0",-2.61
"Luke - External Data Sources/InsectSound1000/Nezara_viridula/2022511-18-10/000019/2022511-18-10_Nezara_viridula_000019_s126_ch0",-6.95
"Luke - External Data Sources/InsectSound1000/Nezara_viridula/2022511-18-10/000019/2022511-18-10_Nezara_viridula_000019_s128_ch0",-3.1
"Luke - External Data Sources/InsectSound1000/Nezara_viridula/2022511-18-10/000019/2022511-18-10_Nezara_viridula_000019_s19_ch0",-2.46
"Luke - External Data Sources/InsectSound1000/Nezara_viridula/2022511-18-10/000019/2022511-18-10_Nezara_viridula_000019_s24_ch0",-5.43
"Luke - External Data Sources/InsectSound1000/Nezara_viridula/2022511-18-10/000019/2022511-18-10_Nezara_viridula_000019_s27_ch0",-4.33
"Luke - External Data Sources/InsectSound1000/Nezara_viridula/2022511-18-10/000019/2022511-18-10_Nezara_viridula_000019_s2_ch0",-3.11
"Luke - External Data Sources/InsectSound1000/Nezara_viridula/2022511-18-10/000019/2022511-18-10_Nezara_viridula_000019_s34_ch0",-6.54
"Luke - External Data Sources/InsectSound1000/Nezara_viridula/2022511-18-10/000019/2022511-18-10_Nezara_viridula_000019_s36_ch0",-4.35
"Luke - External Data Sources/InsectSound1000/Nezara_viridula/2022511-18-10/000019/2022511-18-10_Nezara_viridula_000019_s38_ch0",-5.7
"Luke - External Data Sources/InsectSound1000/Nezara_viridula/2022511-18-10/000019/2022511-18-10_Nezara_viridula_000019_s39_ch0",-3.99
"Luke - External Data Sources/InsectSound1000/Nezara_viridula/2022511-18-10/000019/2022511-18-10_Nezara_viridula_000019_s3_ch0",-2.23
"Luke - External Data Sources/InsectSound1000/Nezara_viridula/2022511-18-10/000019/2022511-18-10_Nezara_viridula_000019_s48_ch0",-6.12
"Luke - External Data Sources/InsectSound1000/Nezara_viridula/2022511-18-10/000019/2022511-18-10_Nezara_viridula_000019_s51_ch0",-1.86
"Luke - External Data Sources/InsectSound1000/Nezara_viridula/2022511-18-10/000019/2022511-18-10_Nezara_viridula_000019_s53_ch0",-2.32
"Luke - External Data Sources/InsectSound1000/Nezara_viridula/2022511-18-10/000019/2022511-18-10_Nezara_viridula_000019_s54_ch0",-2.21
"Luke - External Data Sources/InsectSound1000/Nezara_viridula/2022511-18-10/000019/2022511-18-10_Nezara_viridula_000019_s55_ch0",-1.96
"Luke - External Data Sources/InsectSound1000/Nezara_viridula/2022511-18-10/000019/2022511-18-10_Nezara_viridula_000019_s56_ch0",-6.99
"Luke - External Data Sources/InsectSound1000/Nezara_viridula/2022511-18-10/000019/2022511-18-10_Nezara_viridula_000019_s69_ch0",-5.79
"Luke - External Data Sources/InsectSound1000/Nezara_viridula/2022511-18-10/000019/2022511-18-10_Nezara_viridula_000019_s76_ch0",-4.12
"Luke - External Data Sources/InsectSound1000/Nezara_viridula/2022511-18-10/000019/2022511-18-10_Nezara_viridula_000019_s82_ch0",-3.35
"Luke - External Data Sources/InsectSound1000/Nezara_viridula/2022511-18-10/000019/2022511-18-10_Nezara_viridula_000019_s85_ch0",-3.78
"Luke - External Data Sources/InsectSound1000/Nezara_viridula/2022511-18-10/000019/2022511-18-10_Nezara_viridula_000019_s91_ch0",-4.67
"Luke - External Data Sources/InsectSound1000/Nezara_viridula/2022511-18-10/000019/2022511-18-10_Nezara_viridula_000019_s92_ch0",-2.94
"Luke - External Data Sources/InsectSound1000/Nezara_viridula/2022511-18-10/000019/2022511-18-10_Nezara_viridula_000019_s93_ch0",-5.59
"Luke - External Data Sources/InsectSound1000/Nezara_viridula/2022511-18-10/000019/2022511-18-10_Nezara_viridula_000019_s94_ch0",-5.1
"Luke - External Data Sources/InsectSound1000/Nezara_viridula/2022511-18-10/000019/2022511-18-10_Nezara_viridula_000019_s95_ch0",-3.26
"Luke - External Data Sources/InsectSound1000/Nezara_viridula/2022511-18-10/000019/2022511-18-10_Nezara_viridula_000019_s96_ch0",-3.05
"Luke - External Data Sources/InsectSound1000/Nezara_viridula/2022511-18-10/000019/2022511-18-10_Nezara_viridula_000019_s97_ch0",-1.98
"Luke - External Data Sources/InsectSound1000/Nezara_viridula/2022511-18-10/000019/2022511-18-10_Nezara_viridula_000019_s98_ch0",-1.89
"Luke - External Data Sources/InsectSound1000/Nezara_viridula/2022511-18-10/000019/2022511-18-10_Nezara_viridula_000019_s99_ch0",-1.88
"Luke - External Data Sources/InsectSound1000/Nezara_viridula/2022511-18-10/000020/2022511-18-10_Nezara_viridula_000020_s101_ch0",-5.64
"Luke - External Data Sources/InsectSound1000/Nezara_viridula/2022511-18-10/000020/2022511-18-10_Nezara_viridula_000020_s104_ch0",-5.88
"Luke - External Data Sources/InsectSound1000/Nezara_viridula/2022511-18-10/000020/2022511-18-10_Nezara_viridula_000020_s10_ch0",-2.83
"Luke - External Data Sources/InsectSound1000/Nezara_viridula/2022511-18-10/000020/2022511-18-10_Nezara_viridula_000020_s112_ch0",-6.81
"Luke - External Data Sources/InsectSound1000/Nezara_viridula/2022511-18-10/000020/2022511-18-10_Nezara_viridula_000020_s115_ch0",-3.81
"Luke - External Data Sources/InsectSound1000/Nezara_viridula/2022511-18-10/000020/2022511-18-10_Nezara_viridula_000020_s119_ch0",-3.24
"Luke - External Data Sources/InsectSound1000/Nezara_viridula/2022511-18-10/000020/2022511-18-10_Nezara_viridula_000020_s121_ch0",-6.99
"Luke - External Data Sources/InsectSound1000/Nezara_viridula/2022511-18-10/000020/2022511-18-10_Nezara_viridula_000020_s126_ch0",-1.07
"Luke - External Data Sources/InsectSound1000/Nezara_viridula/2022511-18-10/000020/2022511-18-10_Nezara_viridula_000020_s12_ch0",-5.92
"Luke - External Data Sources/InsectSound1000/Nezara_viridula/2022511-18-10/000020/2022511-18-10_Nezara_viridula_000020_s134_ch0",-4.72
"Luke - External Data Sources/InsectSound1000/Nezara_viridula/2022511-18-10/000020/2022511-18-10_Nezara_viridula_000020_s135_ch0",-1.35
"Luke - External Data Sources/InsectSound1000/Nezara_viridula/2022511-18-10/000020/2022511-18-10_Nezara_viridula_000020_s136_ch0",-1.48
"Luke - External Data Sources/InsectSound1000/Nezara_viridula/2022511-18-10/000020/2022511-18-10_Nezara_viridula_000020_s13_ch0",-2.72
"Luke - External Data Sources/InsectSound1000/Nezara_viridula/2022511-18-10/000020/2022511-18-10_Nezara_viridula_000020_s14_ch0",-2.62
"Luke - External Data Sources/InsectSound1000/Nezara_viridula/2022511-18-10/000020/2022511-18-10_Nezara_viridula_000020_s15_ch0",-3.62
"Luke - External Data Sources/InsectSound1000/Nezara_viridula/2022511-18-10/000020/2022511-18-10_Nezara_viridula_000020_s16_ch0",-3.01
"Luke - External Data Sources/InsectSound1000/Nezara_viridula/2022511-18-10/000020/2022511-18-10_Nezara_viridula_000020_s17_ch0",-3.45
"Luke - External Data Sources/InsectSound1000/Nezara_viridula/2022511-18-10/000020/2022511-18-10_Nezara_viridula_000020_s18_ch0",-2.57
"Luke - External Data Sources/InsectSound1000/Nezara_viridula/2022511-18-10/000020/2022511-18-10_Nezara_viridula_000020_s19_ch0",-2.83
"Luke - External Data Sources/InsectSound1000/Nezara_viridula/2022511-18-10/000020/2022511-18-10_Nezara_viridula_000020_s23_ch0",-2.41
"Luke - External Data Sources/InsectSound1000/Nezara_viridula/2022511-18-10/000020/2022511-18-10_Nezara_viridula_000020_s25_ch0",-2.13
"Luke - External Data Sources/InsectSound1000/Nezara_viridula/2022511-18-10/000020/2022511-18-10_Nezara_viridula_000020_s27_ch0",-2
"Luke - External Data Sources/InsectSound1000/Nezara_viridula/2022511-18-10/000020/2022511-18-10_Nezara_viridula_000020_s2_ch0",-2.45
"Luke - External Data Sources/InsectSound1000/Nezara_viridula/2022511-18-10/000020/2022511-18-10_Nezara_viridula_000020_s31_ch0",-2.18
"Luke - External Data Sources/InsectSound1000/Nezara_viridula/2022511-18-10/000020/2022511-18-10_Nezara_viridula_000020_s32_ch0",-3.64
"Luke - External Data Sources/InsectSound1000/Nezara_viridula/2022511-18-10/000020/2022511-18-10_Nezara_viridula_000020_s33_ch0",-2.41
"Luke - External Data Sources/InsectSound1000/Nezara_viridula/2022511-18-10/000020/2022511-18-10_Nezara_viridula_000020_s34_ch0",-4.62
"Luke - External Data Sources/InsectSound1000/Nezara_viridula/2022511-18-10/000020/2022511-18-10_Nezara_viridula_000020_s35_ch0",-3.09
"Luke - External Data Sources/InsectSound1000/Nezara_viridula/2022511-18-10/000020/2022511-18-10_Nezara_viridula_000020_s36_ch0",-2.08
"Luke - External Data Sources/InsectSound1000/Nezara_viridula/2022511-18-10/000020/2022511-18-10_Nezara_viridula_000020_s37_ch0",-1.97
"Luke - External Data Sources/InsectSound1000/Nezara_viridula/2022511-18-10/000020/2022511-18-10_Nezara_viridula_000020_s38_ch0",-4.66
"Luke - External Data Sources/InsectSound1000/Nezara_viridula/2022511-18-10/000020/2022511-18-10_Nezara_viridula_000020_s39_ch0",-2.48
"Luke - External Data Sources/InsectSound1000/Nezara_viridula/2022511-18-10/000020/2022511-18-10_Nezara_viridula_000020_s3_ch0",-2.1
"Luke - External Data Sources/InsectSound1000/Nezara_viridula/2022511-18-10/000020/2022511-18-10_Nezara_viridula_000020_s40_ch0",-2.59
"Luke - External Data Sources/InsectSound1000/Nezara_viridula/2022511-18-10/000020/2022511-18-10_Nezara_viridula_000020_s41_ch0",-2.38
"Luke - External Data Sources/InsectSound1000/Nezara_viridula/2022511-18-10/000020/2022511-18-10_Nezara_viridula_000020_s42_ch0",-2.8
"Luke - External Data Sources/InsectSound1000/Nezara_viridula/2022511-18-10/000020/2022511-18-10_Nezara_viridula_000020_s44_ch0",-1.75
"Luke - External Data Sources/InsectSound1000/Nezara_viridula/2022511-18-10/000020/2022511-18-10_Nezara_viridula_000020_s45_ch0",-6.87
"Luke - External Data Sources/InsectSound1000/Nezara_viridula/2022511-18-10/000020/2022511-18-10_Nezara_viridula_000020_s46_ch0",-4
"Luke - External Data Sources/InsectSound1000/Nezara_viridula/2022511-18-10/000020/2022511-18-10_Nezara_viridula_000020_s48_ch0",-2.83
"Luke - External Data Sources/InsectSound1000/Nezara_viridula/2022511-18-10/000020/2022511-18-10_Nezara_viridula_000020_s49_ch0",-6.49
"Luke - External Data Sources/InsectSound1000/Nezara_viridula/2022511-18-10/000020/2022511-18-10_Nezara_viridula_000020_s4_ch0",-4.87
"Luke - External Data Sources/InsectSound1000/Nezara_viridula/2022511-18-10/000020/2022511-18-10_Nezara_viridula_000020_s50_ch0",-5.58
"Luke - External Data Sources/InsectSound1000/Nezara_viridula/2022511-18-10/000020/2022511-18-10_Nezara_viridula_000020_s52_ch0",-2.85
"Luke - External Data Sources/InsectSound1000/Nezara_viridula/2022511-18-10/000020/2022511-18-10_Nezara_viridula_000020_s57_ch0",-3.66
"Luke - External Data Sources/InsectSound1000/Nezara_viridula/2022511-18-10/000020/2022511-18-10_Nezara_viridula_000020_s5_ch0",-2.91
"Luke - External Data Sources/InsectSound1000/Nezara_viridula/2022511-18-10/000020/2022511-18-10_Nezara_viridula_000020_s60_ch0",-4.73
"Luke - External Data Sources/InsectSound1000/Nezara_viridula/2022511-18-10/000020/2022511-18-10_Nezara_viridula_000020_s63_ch0",-1.92
"Luke - External Data Sources/InsectSound1000/Nezara_viridula/2022511-18-10/000020/2022511-18-10_Nezara_viridula_000020_s66_ch0",-2.13
"Luke - External Data Sources/InsectSound1000/Nezara_viridula/2022511-18-10/000020/2022511-18-10_Nezara_viridula_000020_s67_ch0",-2.05
"Luke - External Data Sources/InsectSound1000/Nezara_viridula/2022511-18-10/000020/2022511-18-10_Nezara_viridula_000020_s68_ch0",-2.5
"Luke - External Data Sources/InsectSound1000/Nezara_viridula/2022511-18-10/000020/2022511-18-10_Nezara_viridula_000020_s69_ch0",-2.96
"Luke - External Data Sources/InsectSound1000/Nezara_viridula/2022511-18-10/000020/2022511-18-10_Nezara_viridula_000020_s6_ch0",-3.16
"Luke - External Data Sources/InsectSound1000/Nezara_viridula/2022511-18-10/000020/2022511-18-10_Nezara_viridula_000020_s73_ch0",-2.79
"Luke - External Data Sources/InsectSound1000/Nezara_viridula/2022511-18-10/000020/2022511-18-10_Nezara_viridula_000020_s77_ch0",-3
"Luke - External Data Sources/InsectSound1000/Nezara_viridula/2022511-18-10/000020/2022511-18-10_Nezara_viridula_000020_s79_ch0",-1.84
"Luke - External Data Sources/InsectSound1000/Nezara_viridula/2022511-18-10/000020/2022511-18-10_Nezara_viridula_000020_s7_ch0",-2.55
"Luke - External Data Sources/InsectSound1000/Nezara_viridula/2022511-18-10/000020/2022511-18-10_Nezara_viridula_000020_s80_ch0",-2.86
"Luke - External Data Sources/InsectSound1000/Nezara_viridula/2022511-18-10/000020/2022511-18-10_Nezara_viridula_000020_s81_ch0",-2.67
"Luke - External Data Sources/InsectSound1000/Nezara_viridula/2022511-18-10/000020/2022511-18-10_Nezara_viridula_000020_s82_ch0",-2.39
"Luke - External Data Sources/InsectSound1000/Nezara_viridula/2022511-18-10/000020/2022511-18-10_Nezara_viridula_000020_s86_ch0",-2.63
"Luke - External Data Sources/InsectSound1000/Nezara_viridula/2022511-18-10/000020/2022511-18-10_Nezara_viridula_000020_s8_ch0",-2.49
"Luke - External Data Sources/InsectSound1000/Nezara_viridula/2022511-18-10/000020/2022511-18-10_Nezara_viridula_000020_s92_ch0",-2.63
"Luke - External Data Sources/InsectSound1000/Nezara_viridula/2022511-18-10/000020/2022511-18-10_Nezara_viridula_000020_s93_ch0",-2.91
"Luke - External Data Sources/InsectSound1000/Nezara_viridula/2022511-18-10/000020/2022511-18-10_Nezara_viridula_000020_s94_ch0",-4.5
"Luke - External Data Sources/InsectSound1000/Nezara_viridula/2022511-18-10/000020/2022511-18-10_Nezara_viridula_000020_s95_ch0",-6.35
"Luke - External Data Sources/InsectSound1000/Nezara_viridula/2022511-18-10/000020/2022511-18-10_Nezara_viridula_000020_s96_ch0",-1.98
"Luke - External Data Sources/InsectSound1000/Nezara_viridula/2022511-18-10/000020/2022511-18-10_Nezara_viridula_000020_s98_ch0",-2.3
"Luke - External Data Sources/InsectSound1000/Nezara_viridula/2022511-18-10/000020/2022511-18-10_Nezara_viridula_000020_s9_ch0",-3.74
"Luke - External Data Sources/InsectSound1000/Nezara_viridula/2022511-18-10/000021/2022511-18-10_Nezara_viridula_000021_s25_ch3",-0.9
"Luke - External Data Sources/InsectSound1000/Nezara_viridula/2022511-18-10/000021/2022511-18-10_Nezara_viridula_000021_s26_ch3",-0.98
"Luke - External Data Sources/InsectSound1000/Nezara_viridula/2022511-18-10/000021/2022511-18-10_Nezara_viridula_000021_s30_ch3",-3.87
"Luke - External Data Sources/InsectSound1000/Nezara_viridula/2022511-18-10/000021/2022511-18-10_Nezara_viridula_000021_s33_ch3",-5.34
"Luke - External Data Sources/InsectSound1000/Nezara_viridula/2022511-18-10/000021/2022511-18-10_Nezara_viridula_000021_s34_ch3",-2.99
"Luke - External Data Sources/InsectSound1000/Nezara_viridula/2022511-18-10/000021/2022511-18-10_Nezara_viridula_000021_s38_ch3",-2.34
"Luke - External Data Sources/InsectSound1000/Nezara_viridula/2022511-18-10/000021/2022511-18-10_Nezara_viridula_000021_s49_ch3",-6.48
"Luke - External Data Sources/InsectSound1000/Nezara_viridula/2022511-18-10/000021/2022511-18-10_Nezara_viridula_000021_s66_ch3",-5.81
"Luke - External Data Sources/InsectSound1000/Nezara_viridula/2022511-18-10/000021/2022511-18-10_Nezara_viridula_000021_s67_ch3",-1.89
"Luke - External Data Sources/InsectSound1000/Nezara_viridula/2022511-18-10/000021/2022511-18-10_Nezara_viridula_000021_s71_ch3",-5.84
"Luke - External Data Sources/InsectSound1000/Nezara_viridula/2022511-18-10/000021/2022511-18-10_Nezara_viridula_000021_s72_ch3",-3.92
"Luke - External Data Sources/InsectSound1000/Nezara_viridula/2022511-18-10/000022/2022511-18-10_Nezara_viridula_000022_s100_ch2",-5.6
"Luke - External Data Sources/InsectSound1000/Nezara_viridula/2022511-18-10/000022/2022511-18-10_Nezara_viridula_000022_s103_ch2",-6.11
"Luke - External Data Sources/InsectSound1000/Nezara_viridula/2022511-18-10/000022/2022511-18-10_Nezara_viridula_000022_s104_ch2",-3.31
"Luke - External Data Sources/InsectSound1000/Nezara_viridula/2022511-18-10/000022/2022511-18-10_Nezara_viridula_000022_s106_ch2",-4.17
"Luke - External Data Sources/InsectSound1000/Nezara_viridula/2022511-18-10/000022/2022511-18-10_Nezara_viridula_000022_s108_ch2",-4.73
"Luke - External Data Sources/InsectSound1000/Nezara_viridula/2022511-18-10/000022/2022511-18-10_Nezara_viridula_000022_s109_ch2",-6.1
"Luke - External Data Sources/InsectSound1000/Nezara_viridula/2022511-18-10/000022/2022511-18-10_Nezara_viridula_000022_s110_ch2",-4.91
"Luke - External Data Sources/InsectSound1000/Nezara_viridula/2022511-18-10/000022/2022511-18-10_Nezara_viridula_000022_s114_ch2",-4.09
"Luke - External Data Sources/InsectSound1000/Nezara_viridula/2022511-18-10/000022/2022511-18-10_Nezara_viridula_000022_s124_ch2",-6.36
"Luke - External Data Sources/InsectSound1000/Nezara_viridula/2022511-18-10/000022/2022511-18-10_Nezara_viridula_000022_s127_ch2",-5.2
"Luke - External Data Sources/InsectSound1000/Nezara_viridula/2022511-18-10/000022/2022511-18-10_Nezara_viridula_000022_s128_ch2",-5.28
"Luke - External Data Sources/InsectSound1000/Nezara_viridula/2022511-18-10/000022/2022511-18-10_Nezara_viridula_000022_s129_ch2",-5.22
"Luke - External Data Sources/InsectSound1000/Nezara_viridula/2022511-18-10/000022/2022511-18-10_Nezara_viridula_000022_s131_ch2",-1.53
"Luke - External Data Sources/InsectSound1000/Nezara_viridula/2022511-18-10/000022/2022511-18-10_Nezara_viridula_000022_s132_ch2",-1.76
"Luke - External Data Sources/InsectSound1000/Nezara_viridula/2022511-18-10/000022/2022511-18-10_Nezara_viridula_000022_s134_ch2",-1.77
"Luke - External Data Sources/InsectSound1000/Nezara_viridula/2022511-18-10/000022/2022511-18-10_Nezara_viridula_000022_s135_ch2",-4.23
"Luke - External Data Sources/InsectSound1000/Nezara_viridula/2022511-18-10/000022/2022511-18-10_Nezara_viridula_000022_s14_ch2",-3.66
"Luke - External Data Sources/InsectSound1000/Nezara_viridula/2022511-18-10/000022/2022511-18-10_Nezara_viridula_000022_s16_ch2",-4.6
"Luke - External Data Sources/InsectSound1000/Nezara_viridula/2022511-18-10/000022/2022511-18-10_Nezara_viridula_000022_s1_ch2",-5.58
"Luke - External Data Sources/InsectSound1000/Nezara_viridula/2022511-18-10/000022/2022511-18-10_Nezara_viridula_000022_s22_ch2",-4.35
"Luke - External Data Sources/InsectSound1000/Nezara_viridula/2022511-18-10/000022/2022511-18-10_Nezara_viridula_000022_s25_ch2",-6.32
"Luke - External Data Sources/InsectSound1000/Nezara_viridula/2022511-18-10/000022/2022511-18-10_Nezara_viridula_000022_s26_ch2",-2.15
"Luke - External Data Sources/InsectSound1000/Nezara_viridula/2022511-18-10/000022/2022511-18-10_Nezara_viridula_000022_s2_ch2",-1.89
"Luke - External Data Sources/InsectSound1000/Nezara_viridula/2022511-18-10/000022/2022511-18-10_Nezara_viridula_000022_s33_ch2",-6.62
"Luke - External Data Sources/InsectSound1000/Nezara_viridula/2022511-18-10/000022/2022511-18-10_Nezara_viridula_000022_s34_ch2",-3.31
"Luke - External Data Sources/InsectSound1000/Nezara_viridula/2022511-18-10/000022/2022511-18-10_Nezara_viridula_000022_s36_ch2",-6.99
"Luke - External Data Sources/InsectSound1000/Nezara_viridula/2022511-18-10/000022/2022511-18-10_Nezara_viridula_000022_s42_ch2",-5.84
"Luke - External Data Sources/InsectSound1000/Nezara_viridula/2022511-18-10/000022/2022511-18-10_Nezara_viridula_000022_s43_ch2",-1.59
"Luke - External Data Sources/InsectSound1000/Nezara_viridula/2022511-18-10/000022/2022511-18-10_Nezara_viridula_000022_s44_ch2",-4.83
"Luke - External Data Sources/InsectSound1000/Nezara_viridula/2022511-18-10/000022/2022511-18-10_Nezara_viridula_000022_s47_ch2",-5.25
"Luke - External Data Sources/InsectSound1000/Nezara_viridula/2022511-18-10/000022/2022511-18-10_Nezara_viridula_000022_s55_ch2",-0.85
"Luke - External Data Sources/InsectSound1000/Nezara_viridula/2022511-18-10/000022/2022511-18-10_Nezara_viridula_000022_s60_ch2",-1.66
"Luke - External Data Sources/InsectSound1000/Nezara_viridula/2022511-18-10/000022/2022511-18-10_Nezara_viridula_000022_s61_ch2",-2.55
"Luke - External Data Sources/InsectSound1000/Nezara_viridula/2022511-18-10/000022/2022511-18-10_Nezara_viridula_000022_s62_ch2",-4.51
"Luke - External Data Sources/InsectSound1000/Nezara_viridula/2022511-18-10/000022/2022511-18-10_Nezara_viridula_000022_s63_ch2",-4.36
"Luke - External Data Sources/InsectSound1000/Nezara_viridula/2022511-18-10/000022/2022511-18-10_Nezara_viridula_000022_s64_ch2",-1.38
"Luke - External Data Sources/InsectSound1000/Nezara_viridula/2022511-18-10/000022/2022511-18-10_Nezara_viridula_000022_s84_ch2",-4.29
"Luke - External Data Sources/InsectSound1000/Nezara_viridula/2022511-18-10/000022/2022511-18-10_Nezara_viridula_000022_s87_ch2",-6.68
"Luke - External Data Sources/InsectSound1000/Nezara_viridula/2022511-18-10/000022/2022511-18-10_Nezara_viridula_000022_s91_ch2",-6.6
"Luke - External Data Sources/InsectSound1000/Nezara_viridula/2022511-18-10/000022/2022511-18-10_Nezara_viridula_000022_s92_ch2",-3.72
"Luke - External Data Sources/InsectSound1000/Nezara_viridula/2022511-18-10/000023/2022511-18-10_Nezara_viridula_000023_s100_ch2",-2.49
"Luke - External Data Sources/InsectSound1000/Nezara_viridula/2022511-18-10/000023/2022511-18-10_Nezara_viridula_000023_s102_ch2",-5.67
"Luke - External Data Sources/InsectSound1000/Nezara_viridula/2022511-18-10/000023/2022511-18-10_Nezara_viridula_000023_s104_ch2",-5.52
"Luke - External Data Sources/InsectSound1000/Nezara_viridula/2022511-18-10/000023/2022511-18-10_Nezara_viridula_000023_s107_ch2",-6.44
"Luke - External Data Sources/InsectSound1000/Nezara_viridula/2022511-18-10/000023/2022511-18-10_Nezara_viridula_000023_s109_ch2",-2.87
"Luke - External Data Sources/InsectSound1000/Nezara_viridula/2022511-18-10/000023/2022511-18-10_Nezara_viridula_000023_s110_ch2",-3.92
"Luke - External Data Sources/InsectSound1000/Nezara_viridula/2022511-18-10/000023/2022511-18-10_Nezara_viridula_000023_s113_ch2",-3.6
"Luke - External Data Sources/InsectSound1000/Nezara_viridula/2022511-18-10/000023/2022511-18-10_Nezara_viridula_000023_s114_ch2",-2.62
"Luke - External Data Sources/InsectSound1000/Nezara_viridula/2022511-18-10/000023/2022511-18-10_Nezara_viridula_000023_s116_ch2",-2.03
"Luke - External Data Sources/InsectSound1000/Nezara_viridula/2022511-18-10/000023/2022511-18-10_Nezara_viridula_000023_s11_ch2",-4.01
"Luke - External Data Sources/InsectSound1000/Nezara_viridula/2022511-18-10/000023/2022511-18-10_Nezara_viridula_000023_s120_ch2",-1.66
"Luke - External Data Sources/InsectSound1000/Nezara_viridula/2022511-18-10/000023/2022511-18-10_Nezara_viridula_000023_s121_ch2",-4.44
"Luke - External Data Sources/InsectSound1000/Nezara_viridula/2022511-18-10/000023/2022511-18-10_Nezara_viridula_000023_s122_ch2",-1.71
"Luke - External Data Sources/InsectSound1000/Nezara_viridula/2022511-18-10/000023/2022511-18-10_Nezara_viridula_000023_s123_ch2",-2.64
"Luke - External Data Sources/InsectSound1000/Nezara_viridula/2022511-18-10/000023/2022511-18-10_Nezara_viridula_000023_s124_ch2",-1.52
"Luke - External Data Sources/InsectSound1000/Nezara_viridula/2022511-18-10/000023/2022511-18-10_Nezara_viridula_000023_s125_ch2",-3.12
"Luke - External Data Sources/InsectSound1000/Nezara_viridula/2022511-18-10/000023/2022511-18-10_Nezara_viridula_000023_s126_ch2",-1.41
"Luke - External Data Sources/InsectSound1000/Nezara_viridula/2022511-18-10/000023/2022511-18-10_Nezara_viridula_000023_s127_ch2",-1.02
"Luke - External Data Sources/InsectSound1000/Nezara_viridula/2022511-18-10/000023/2022511-18-10_Nezara_viridula_000023_s12_ch2",-3.4
"Luke - External Data Sources/InsectSound1000/Nezara_viridula/2022511-18-10/000023/2022511-18-10_Nezara_viridula_000023_s130_ch2",-4.79
"Luke - External Data Sources/InsectSound1000/Nezara_viridula/2022511-18-10/000023/2022511-18-10_Nezara_viridula_000023_s131_ch2",-3.65
"Luke - External Data Sources/InsectSound1000/Nezara_viridula/2022511-18-10/000023/2022511-18-10_Nezara_viridula_000023_s136_ch2",-2.72
"Luke - External Data Sources/InsectSound1000/Nezara_viridula/2022511-18-10/000023/2022511-18-10_Nezara_viridula_000023_s137_ch2",-1.59
"Luke - External Data Sources/InsectSound1000/Nezara_viridula/2022511-18-10/000023/2022511-18-10_Nezara_viridula_000023_s13_ch2",-3.42
"Luke - External Data Sources/InsectSound1000/Nezara_viridula/2022511-18-10/000023/2022511-18-10_Nezara_viridula_000023_s140_ch2",-1.99
"Luke - External Data Sources/InsectSound1000/Nezara_viridula/2022511-18-10/000023/2022511-18-10_Nezara_viridula_000023_s141_ch2",-3.89
"Luke - External Data Sources/InsectSound1000/Nezara_viridula/2022511-18-10/000023/2022511-18-10_Nezara_viridula_000023_s142_ch2",-2.52
"Luke - External Data Sources/InsectSound1000/Nezara_viridula/2022511-18-10/000023/2022511-18-10_Nezara_viridula_000023_s147_ch2",-1.84
"Luke - External Data Sources/InsectSound1000/Nezara_viridula/2022511-18-10/000023/2022511-18-10_Nezara_viridula_000023_s148_ch2",-5.15
