"source","ident","fold","role"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022421-16-34/000000/2022421-16-34_Halyomorpha_halys_000000_s15_ch0","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022421-16-34/000000","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022421-16-34/000000/2022421-16-34_Halyomorpha_halys_000000_s16_ch0","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022421-16-34/000000","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022421-16-34/000000/2022421-16-34_Halyomorpha_halys_000000_s17_ch0","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022421-16-34/000000","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022421-16-34/000000/2022421-16-34_Halyomorpha_halys_000000_s18_ch0","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022421-16-34/000000","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022421-16-34/000000/2022421-16-34_Halyomorpha_halys_000000_s19_ch0","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022421-16-34/000000","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022421-16-34/000000/2022421-16-34_Halyomorpha_halys_000000_s20_ch0","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022421-16-34/000000","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022421-16-34/000000/2022421-16-34_Halyomorpha_halys_000000_s21_ch0","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022421-16-34/000000","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022421-16-34/000000/2022421-16-34_Halyomorpha_halys_000000_s22_ch0","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022421-16-34/000000","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022421-16-34/000000/2022421-16-34_Halyomorpha_halys_000000_s23_ch0","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022421-16-34/000000","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022421-16-34/000001/2022421-16-34_Halyomorpha_halys_000001_s34_ch3","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022421-16-34/000001","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022421-16-34/000001/2022421-16-34_Halyomorpha_halys_000001_s52_ch3","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022421-16-34/000001","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022421-16-34/000003/2022421-16-34_Halyomorpha_halys_000003_s11_ch0","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022421-16-34/000003","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022421-16-34/000003/2022421-16-34_Halyomorpha_halys_000003_s23_ch0","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022421-16-34/000003","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022421-16-34/000004/2022421-16-34_Halyomorpha_halys_000004_s89_ch0","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022421-16-34/000004","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022421-16-34/000005/2022421-16-34_Halyomorpha_halys_000005_s22_ch1","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022421-16-34/000005","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022421-16-34/000005/2022421-16-34_Halyomorpha_halys_000005_s39_ch1","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022421-16-34/000005","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022421-16-34/000005/2022421-16-34_Halyomorpha_halys_000005_s62_ch1","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022421-16-34/000005","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022421-16-34/000009/2022421-16-34_Halyomorpha_halys_000009_s111_ch0","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022421-16-34/000009","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022421-16-34/000010/2022421-16-34_Halyomorpha_halys_000010_s33_ch1","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022421-16-34/000010","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022421-16-34/000010/2022421-16-34_Halyomorpha_halys_000010_s35_ch1","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022421-16-34/000010","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022421-16-34/000010/2022421-16-34_Halyomorpha_halys_000010_s41_ch1","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022421-16-34/000010","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022421-16-34/000011/2022421-16-34_Halyomorpha_halys_000011_s56_ch3","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022421-16-34/000011","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022421-16-34/000012/2022421-16-34_Halyomorpha_halys_000012_s29_ch0","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022421-16-34/000012","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022421-16-34/000013/2022421-16-34_Halyomorpha_halys_000013_s41_ch1","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022421-16-34/000013","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022421-16-34/000013/2022421-16-34_Halyomorpha_halys_000013_s56_ch1","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022421-16-34/000013","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022421-16-34/000014/2022421-16-34_Halyomorpha_halys_000014_s2_ch1","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022421-16-34/000014","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022421-16-34/000014/2022421-16-34_Halyomorpha_halys_000014_s50_ch1","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022421-16-34/000014","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022421-16-34/000014/2022421-16-34_Halyomorpha_halys_000014_s54_ch1","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022421-16-34/000014","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022421-16-34/000015/2022421-16-34_Halyomorpha_halys_000015_s32_ch3","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022421-16-34/000015","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022421-16-34/000015/2022421-16-34_Halyomorpha_halys_000015_s50_ch3","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022421-16-34/000015","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022421-16-34/000016/2022421-16-34_Halyomorpha_halys_000016_s18_ch3","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022421-16-34/000016","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022421-16-34/000016/2022421-16-34_Halyomorpha_halys_000016_s25_ch3","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022421-16-34/000016","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022421-16-34/000022/2022421-16-34_Halyomorpha_halys_000022_s3_ch0","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022421-16-34/000022","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022421-16-34/000025/2022421-16-34_Halyomorpha_halys_000025_s47_ch0","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022421-16-34/000025","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022421-16-34/000028/2022421-16-34_Halyomorpha_halys_000028_s37_ch0","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022421-16-34/000028","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022421-16-34/000028/2022421-16-34_Halyomorpha_halys_000028_s60_ch0","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022421-16-34/000028","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022421-16-34/000035/2022421-16-34_Halyomorpha_halys_000035_s2_ch0","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022421-16-34/000035","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022421-16-34/000037/2022421-16-34_Halyomorpha_halys_000037_s9_ch3","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022421-16-34/000037","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022421-16-34/000047/2022421-16-34_Halyomorpha_halys_000047_s8_ch0","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022421-16-34/000047","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022421-16-34/000048/2022421-16-34_Halyomorpha_halys_000048_s1_ch0","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022421-16-34/000048","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022421-16-34/000049/2022421-16-34_Halyomorpha_halys_000049_s24_ch0","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022421-16-34/000049","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022421-16-34/000049/2022421-16-34_Halyomorpha_halys_000049_s53_ch0","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022421-16-34/000049","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022421-16-34/000052/2022421-16-34_Halyomorpha_halys_000052_s30_ch2","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022421-16-34/000052","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022421-16-34/000067/2022421-16-34_Halyomorpha_halys_000067_s85_ch0","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022421-16-34/000067","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022421-16-34/000068/2022421-16-34_Halyomorpha_halys_000068_s20_ch0","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022421-16-34/000068","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022421-8-56/000001/2022421-8-56_Halyomorpha_halys_000001_s4_ch0","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022421-8-56/000001","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022421-8-56/000002/2022421-8-56_Halyomorpha_halys_000002_s101_ch0","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022421-8-56/000002","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022425-18-24/000000/2022425-18-24_Halyomorpha_halys_000000_s1_ch0","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022425-18-24/000000","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022425-18-24/000009/2022425-18-24_Halyomorpha_halys_000009_s13_ch0","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022425-18-24/000009","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022425-18-24/000014/2022425-18-24_Halyomorpha_halys_000014_s4_ch0","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022425-18-24/000014","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022524-16-36/000002/2022524-16-36_Halyomorpha_halys_000002_s19_ch1","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022524-16-36/000002","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022524-16-36/000003/2022524-16-36_Halyomorpha_halys_000003_s33_ch0","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022524-16-36/000003","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022524-16-36/000003/2022524-16-36_Halyomorpha_halys_000003_s7_ch0","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022524-16-36/000003","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022524-16-36/000004/2022524-16-36_Halyomorpha_halys_000004_s4_ch0","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022524-16-36/000004","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022524-16-36/000004/2022524-16-36_Halyomorpha_halys_000004_s40_ch0","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022524-16-36/000004","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022524-16-36/000004/2022524-16-36_Halyomorpha_halys_000004_s44_ch0","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022524-16-36/000004","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022524-16-36/000004/2022524-16-36_Halyomorpha_halys_000004_s45_ch0","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022524-16-36/000004","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022524-16-36/000004/2022524-16-36_Halyomorpha_halys_000004_s77_ch0","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022524-16-36/000004","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022524-16-36/000005/2022524-16-36_Halyomorpha_halys_000005_s104_ch0","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022524-16-36/000005","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022524-16-36/000005/2022524-16-36_Halyomorpha_halys_000005_s118_ch0","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022524-16-36/000005","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022524-16-36/000005/2022524-16-36_Halyomorpha_halys_000005_s145_ch0","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022524-16-36/000005","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022524-16-36/000005/2022524-16-36_Halyomorpha_halys_000005_s146_ch0","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022524-16-36/000005","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022524-16-36/000005/2022524-16-36_Halyomorpha_halys_000005_s161_ch0","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022524-16-36/000005","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022524-16-36/000005/2022524-16-36_Halyomorpha_halys_000005_s32_ch0","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022524-16-36/000005","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022524-16-36/000005/2022524-16-36_Halyomorpha_halys_000005_s38_ch0","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022524-16-36/000005","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022524-16-36/000005/2022524-16-36_Halyomorpha_halys_000005_s39_ch0","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022524-16-36/000005","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022524-16-36/000005/2022524-16-36_Halyomorpha_halys_000005_s40_ch0","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022524-16-36/000005","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022524-16-36/000005/2022524-16-36_Halyomorpha_halys_000005_s45_ch0","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022524-16-36/000005","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022524-16-36/000005/2022524-16-36_Halyomorpha_halys_000005_s47_ch0","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022524-16-36/000005","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022524-16-36/000005/2022524-16-36_Halyomorpha_halys_000005_s48_ch0","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022524-16-36/000005","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022524-16-36/000005/2022524-16-36_Halyomorpha_halys_000005_s56_ch0","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022524-16-36/000005","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022524-16-36/000005/2022524-16-36_Halyomorpha_halys_000005_s6_ch0","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022524-16-36/000005","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022524-16-36/000005/2022524-16-36_Halyomorpha_halys_000005_s63_ch0","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022524-16-36/000005","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022524-16-36/000005/2022524-16-36_Halyomorpha_halys_000005_s64_ch0","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022524-16-36/000005","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022524-16-36/000005/2022524-16-36_Halyomorpha_halys_000005_s67_ch0","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022524-16-36/000005","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022524-16-36/000005/2022524-16-36_Halyomorpha_halys_000005_s68_ch0","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022524-16-36/000005","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022524-16-36/000005/2022524-16-36_Halyomorpha_halys_000005_s69_ch0","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022524-16-36/000005","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022524-16-36/000005/2022524-16-36_Halyomorpha_halys_000005_s70_ch0","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022524-16-36/000005","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022524-16-36/000005/2022524-16-36_Halyomorpha_halys_000005_s88_ch0","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022524-16-36/000005","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022524-16-36/000005/2022524-16-36_Halyomorpha_halys_000005_s97_ch0","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022524-16-36/000005","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022524-16-36/000006/2022524-16-36_Halyomorpha_halys_000006_s110_ch0","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022524-16-36/000006","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022524-16-36/000006/2022524-16-36_Halyomorpha_halys_000006_s122_ch0","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022524-16-36/000006","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022524-16-36/000007/2022524-16-36_Halyomorpha_halys_000007_s116_ch0","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022524-16-36/000007","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022524-16-36/000007/2022524-16-36_Halyomorpha_halys_000007_s126_ch0","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022524-16-36/000007","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022524-16-36/000007/2022524-16-36_Halyomorpha_halys_000007_s135_ch0","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022524-16-36/000007","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022524-16-36/000007/2022524-16-36_Halyomorpha_halys_000007_s165_ch0","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022524-16-36/000007","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022524-16-36/000007/2022524-16-36_Halyomorpha_halys_000007_s174_ch0","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022524-16-36/000007","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022524-16-36/000007/2022524-16-36_Halyomorpha_halys_000007_s41_ch0","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022524-16-36/000007","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022524-16-36/000007/2022524-16-36_Halyomorpha_halys_000007_s54_ch0","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022524-16-36/000007","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022524-16-36/000008/2022524-16-36_Halyomorpha_halys_000008_s123_ch0","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022524-16-36/000008","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022524-16-36/000008/2022524-16-36_Halyomorpha_halys_000008_s29_ch0","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022524-16-36/000008","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022524-16-36/000008/2022524-16-36_Halyomorpha_halys_000008_s62_ch0","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022524-16-36/000008","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022524-16-36/000009/2022524-16-36_Halyomorpha_halys_000009_s109_ch0","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022524-16-36/000009","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022524-16-36/000009/2022524-16-36_Halyomorpha_halys_000009_s144_ch0","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022524-16-36/000009","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022524-16-36/000009/2022524-16-36_Halyomorpha_halys_000009_s25_ch0","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022524-16-36/000009","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022524-16-36/000010/2022524-16-36_Halyomorpha_halys_000010_s132_ch3","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022524-16-36/000010","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022524-16-36/000010/2022524-16-36_Halyomorpha_halys_000010_s167_ch3","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022524-16-36/000010","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022524-16-36/000010/2022524-16-36_Halyomorpha_halys_000010_s84_ch3","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022524-16-36/000010","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022524-16-36/000011/2022524-16-36_Halyomorpha_halys_000011_s169_ch1","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022524-16-36/000011","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022524-16-36/000011/2022524-16-36_Halyomorpha_halys_000011_s27_ch1","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022524-16-36/000011","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022524-16-36/000011/2022524-16-36_Halyomorpha_halys_000011_s29_ch1","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022524-16-36/000011","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022524-16-36/000011/2022524-16-36_Halyomorpha_halys_000011_s78_ch1","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022524-16-36/000011","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022524-16-36/000012/2022524-16-36_Halyomorpha_halys_000012_s112_ch0","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022524-16-36/000012","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022524-16-36/000012/2022524-16-36_Halyomorpha_halys_000012_s82_ch0","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022524-16-36/000012","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022524-16-36/000013/2022524-16-36_Halyomorpha_halys_000013_s52_ch1","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022524-16-36/000013","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022524-16-36/000013/2022524-16-36_Halyomorpha_halys_000013_s8_ch1","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022524-16-36/000013","train"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022524-16-36/000014/2022524-16-36_Halyomorpha_halys_000014_s165_ch0","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022524-16-36/000014","train"
