"source","ident","fold"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022524-16-36/000021/2022524-16-36_Halyomorpha_halys_000021_s118_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/202261-15-3/000001/202261-15-3_Halyomorpha_halys_000001_s18_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022524-16-36/000022/2022524-16-36_Halyomorpha_halys_000022_s126_ch1","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022425-18-24/000014/2022425-18-24_Halyomorpha_halys_000014_s4_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022524-16-36/000017/2022524-16-36_Halyomorpha_halys_000017_s4_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022530-16-6/000025/2022530-16-6_Halyomorpha_halys_000025_s90_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022530-16-6/000052/2022530-16-6_Halyomorpha_halys_000052_s10_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022421-16-34/000001/2022421-16-34_Halyomorpha_halys_000001_s34_ch3","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022530-16-6/000061/2022530-16-6_Halyomorpha_halys_000061_s19_ch3","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022530-16-6/000058/2022530-16-6_Halyomorpha_halys_000058_s45_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022524-16-36/000007/2022524-16-36_Halyomorpha_halys_000007_s165_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022421-16-34/000014/2022421-16-34_Halyomorpha_halys_000014_s54_ch1","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022524-16-36/000028/2022524-16-36_Halyomorpha_halys_000028_s75_ch1","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022524-16-36/000028/2022524-16-36_Halyomorpha_halys_000028_s161_ch1","train"
"2025-06-24 InsectSound1000","InsectSound1000/Nezara_viridula/2022523-16-40/000005/2022523-16-40_Nezara_viridula_000005_s10_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Nezara_viridula/2022523-16-40/000004/2022523-16-40_Nezara_viridula_000004_s16_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Nezara_viridula/2022523-16-40/000032/2022523-16-40_Nezara_viridula_000032_s11_ch3","train"
"2025-06-24 InsectSound1000","InsectSound1000/Nezara_viridula/2022523-16-40/000066/2022523-16-40_Nezara_viridula_000066_s25_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Nezara_viridula/2022523-16-40/000066/2022523-16-40_Nezara_viridula_000066_s21_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Nezara_viridula/2022523-16-40/000066/2022523-16-40_Nezara_viridula_000066_s17_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Nezara_viridula/2022523-16-40/000066/2022523-16-40_Nezara_viridula_000066_s16_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Nezara_viridula/2022523-16-40/000066/2022523-16-40_Nezara_viridula_000066_s20_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Nezara_viridula/2022523-16-40/000066/2022523-16-40_Nezara_viridula_000066_s22_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Nezara_viridula/2022523-16-40/000066/2022523-16-40_Nezara_viridula_000066_s33_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Nezara_viridula/2022523-16-40/000010/2022523-16-40_Nezara_viridula_000010_s9_ch1","train"
"2025-06-24 InsectSound1000","InsectSound1000/Nezara_viridula/2022523-16-40/000010/2022523-16-40_Nezara_viridula_000010_s13_ch1","train"
"2025-06-24 InsectSound1000","InsectSound1000/Nezara_viridula/2022523-16-40/000010/2022523-16-40_Nezara_viridula_000010_s12_ch1","train"
"2025-06-24 InsectSound1000","InsectSound1000/Nezara_viridula/2022523-16-40/000010/2022523-16-40_Nezara_viridula_000010_s8_ch1","train"
"2025-06-24 InsectSound1000","InsectSound1000/Nezara_viridula/2022523-16-40/000010/2022523-16-40_Nezara_viridula_000010_s79_ch1","train"
"2025-06-24 InsectSound1000","InsectSound1000/Nezara_viridula/2022523-16-40/000010/2022523-16-40_Nezara_viridula_000010_s10_ch1","train"
"2025-06-24 InsectSound1000","InsectSound1000/Nezara_viridula/2022523-16-40/000010/2022523-16-40_Nezara_viridula_000010_s11_ch1","train"
"2025-06-24 InsectSound1000","InsectSound1000/Nezara_viridula/2022523-16-40/000010/2022523-16-40_Nezara_viridula_000010_s7_ch1","train"
"2025-06-24 InsectSound1000","InsectSound1000/Nezara_viridula/2022523-16-40/000010/2022523-16-40_Nezara_viridula_000010_s15_ch1","train"
"2025-06-24 InsectSound1000","InsectSound1000/Nezara_viridula/2022523-16-40/000019/2022523-16-40_Nezara_viridula_000019_s4_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Nezara_viridula/2022512-17-17/000000/2022512-17-17_Nezara_viridula_000000_s52_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Nezara_viridula/2022511-18-10/000023/2022511-18-10_Nezara_viridula_000023_s150_ch2","train"
"2025-06-24 InsectSound1000","InsectSound1000/Nezara_viridula/202262-15-28/000008/202262-15-28_Nezara_viridula_000008_s64_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Nezara_viridula/2022512-17-17/000031/2022512-17-17_Nezara_viridula_000031_s19_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Nezara_viridula/2022511-18-10/000050/2022511-18-10_Nezara_viridula_000050_s58_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Nezara_viridula/2022511-18-10/000034/2022511-18-10_Nezara_viridula_000034_s38_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Nezara_viridula/2022511-18-10/000036/2022511-18-10_Nezara_viridula_000036_s155_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Nezara_viridula/2022512-17-17/000040/2022512-17-17_Nezara_viridula_000040_s17_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Nezara_viridula/2022613-16-53/000055/2022613-16-53_Nezara_viridula_000055_s122_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Nezara_viridula/202262-15-28/000009/202262-15-28_Nezara_viridula_000009_s26_ch3","train"
"2025-06-24 InsectSound1000","InsectSound1000/Nezara_viridula/2022511-18-10/000025/2022511-18-10_Nezara_viridula_000025_s61_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Nezara_viridula/2022512-17-17/000013/2022512-17-17_Nezara_viridula_000013_s21_ch1","train"
"2025-06-24 InsectSound1000","InsectSound1000/Nezara_viridula/2022512-17-17/000039/2022512-17-17_Nezara_viridula_000039_s43_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Nezara_viridula/2022614-15-44/000033/2022614-15-44_Nezara_viridula_000033_s9_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Nezara_viridula/2022512-17-17/000002/2022512-17-17_Nezara_viridula_000002_s124_ch3","train"
"2025-06-24 InsectSound1000","InsectSound1000/Nezara_viridula/2022511-18-10/000023/2022511-18-10_Nezara_viridula_000023_s29_ch2","train"
"2025-06-24 InsectSound1000","InsectSound1000/Nezara_viridula/2022511-18-10/000050/2022511-18-10_Nezara_viridula_000050_s37_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Nezara_viridula/2022511-18-10/000023/2022511-18-10_Nezara_viridula_000023_s68_ch2","train"
"2025-06-24 InsectSound1000","InsectSound1000/Nezara_viridula/2022511-18-10/000050/2022511-18-10_Nezara_viridula_000050_s38_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Nezara_viridula/2022512-17-17/000028/2022512-17-17_Nezara_viridula_000028_s138_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Nezara_viridula/2022613-16-53/000025/2022613-16-53_Nezara_viridula_000025_s7_ch1","train"
"2025-06-24 InsectSound1000","InsectSound1000/Nezara_viridula/2022511-18-10/000024/2022511-18-10_Nezara_viridula_000024_s116_ch2","train"
"2025-06-24 InsectSound1000","InsectSound1000/Nezara_viridula/2022511-18-10/000036/2022511-18-10_Nezara_viridula_000036_s87_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Nezara_viridula/2022523-16-40/000026/2022523-16-40_Nezara_viridula_000026_s63_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Nezara_viridula/2022511-18-10/000050/2022511-18-10_Nezara_viridula_000050_s100_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Nezara_viridula/2022511-18-10/000018/2022511-18-10_Nezara_viridula_000018_s76_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Nezara_viridula/202262-15-28/000015/202262-15-28_Nezara_viridula_000015_s32_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Nezara_viridula/2022511-18-10/000051/2022511-18-10_Nezara_viridula_000051_s33_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Nezara_viridula/2022511-18-10/000023/2022511-18-10_Nezara_viridula_000023_s160_ch2","train"
"2025-06-24 InsectSound1000","InsectSound1000/Nezara_viridula/2022511-18-10/000048/2022511-18-10_Nezara_viridula_000048_s56_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Nezara_viridula/2022512-17-17/000018/2022512-17-17_Nezara_viridula_000018_s139_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Nezara_viridula/2022512-17-17/000015/2022512-17-17_Nezara_viridula_000015_s110_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Nezara_viridula/2022511-18-10/000025/2022511-18-10_Nezara_viridula_000025_s62_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Nezara_viridula/2022512-17-17/000000/2022512-17-17_Nezara_viridula_000000_s58_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Rhaphigaster_nebulos/2023914-16-48/000002/2023914-16-48_Rhaphigaster_nebulos_000002_s1_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Rhaphigaster_nebulos/2023914-16-48/000002/2023914-16-48_Rhaphigaster_nebulos_000002_s2_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022421-16-34/000001/2022421-16-34_Halyomorpha_halys_000001_s52_ch3","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022421-16-34/000005/2022421-16-34_Halyomorpha_halys_000005_s22_ch1","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022421-16-34/000005/2022421-16-34_Halyomorpha_halys_000005_s39_ch1","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022421-16-34/000010/2022421-16-34_Halyomorpha_halys_000010_s33_ch1","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022421-16-34/000010/2022421-16-34_Halyomorpha_halys_000010_s41_ch1","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022421-16-34/000012/2022421-16-34_Halyomorpha_halys_000012_s29_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022421-16-34/000025/2022421-16-34_Halyomorpha_halys_000025_s47_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022421-16-34/000028/2022421-16-34_Halyomorpha_halys_000028_s37_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022421-16-34/000052/2022421-16-34_Halyomorpha_halys_000052_s30_ch2","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022421-16-34/000067/2022421-16-34_Halyomorpha_halys_000067_s85_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022421-8-56/000001/2022421-8-56_Halyomorpha_halys_000001_s4_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Nezara_viridula/2022523-16-40/000010/2022523-16-40_Nezara_viridula_000010_s3_ch1","train"
"2025-06-24 InsectSound1000","InsectSound1000/Nezara_viridula/2022523-16-40/000010/2022523-16-40_Nezara_viridula_000010_s65_ch1","train"
"2025-06-24 InsectSound1000","InsectSound1000/Nezara_viridula/2022523-16-40/000010/2022523-16-40_Nezara_viridula_000010_s66_ch1","train"
"2025-06-24 InsectSound1000","InsectSound1000/Nezara_viridula/2022523-16-40/000010/2022523-16-40_Nezara_viridula_000010_s67_ch1","train"
"2025-06-24 InsectSound1000","InsectSound1000/Nezara_viridula/2022523-16-40/000066/2022523-16-40_Nezara_viridula_000066_s34_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022524-16-36/000003/2022524-16-36_Halyomorpha_halys_000003_s33_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022524-16-36/000004/2022524-16-36_Halyomorpha_halys_000004_s4_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022524-16-36/000004/2022524-16-36_Halyomorpha_halys_000004_s40_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022524-16-36/000004/2022524-16-36_Halyomorpha_halys_000004_s44_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022524-16-36/000005/2022524-16-36_Halyomorpha_halys_000005_s104_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022524-16-36/000005/2022524-16-36_Halyomorpha_halys_000005_s161_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022524-16-36/000005/2022524-16-36_Halyomorpha_halys_000005_s47_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022524-16-36/000005/2022524-16-36_Halyomorpha_halys_000005_s48_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022524-16-36/000005/2022524-16-36_Halyomorpha_halys_000005_s6_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022524-16-36/000005/2022524-16-36_Halyomorpha_halys_000005_s67_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022524-16-36/000007/2022524-16-36_Halyomorpha_halys_000007_s126_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022524-16-36/000011/2022524-16-36_Halyomorpha_halys_000011_s169_ch1","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022524-16-36/000014/2022524-16-36_Halyomorpha_halys_000014_s165_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022524-16-36/000026/2022524-16-36_Halyomorpha_halys_000026_s76_ch3","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/2022524-16-36/000043/2022524-16-36_Halyomorpha_halys_000043_s4_ch0","train"
"2025-06-24 InsectSound1000","InsectSound1000/Halyomorpha_halys/202261-15-3/000024/202261-15-3_Halyomorpha_halys_000024_s15_ch1","train"
